immatriculation,nom,couleur,occasion
9000 YK 39,1007 1.4,bleu,FALSE
3873 ZH 41,1007 1.4,bleu,FALSE
8395 EP 77,1007 1.4,bleu,FALSE
8254 GY 52,1007 1.4,bleu,FALSE
2877 LY 28,1007 1.4,bleu,FALSE
7242 FY 71,1007 1.4,bleu,FALSE
1647 ZI 13,1007 1.4,bleu,FALSE
8377 ZD 54,1007 1.4,bleu,FALSE
2182 VW 77,1007 1.4,bleu,FALSE
3800 UN 86,1007 1.4,bleu,FALSE
3698 XB 85,1007 1.4,bleu,FALSE
5951 VB 59,1007 1.4,bleu,FALSE
2316 RH 35,1007 1.4,bleu,FALSE
9049 QX 92,1007 1.4,bleu,FALSE
1370 AE 68,1007 1.4,bleu,FALSE
9317 OY 37,1007 1.4,bleu,FALSE
6828 SQ 79,1007 1.4,bleu,FALSE
3510 BK 18,1007 1.4,bleu,FALSE
3067 CZ 41,1007 1.4,bleu,FALSE
5382 XK 13,1007 1.4,bleu,FALSE
5879 LJ 35,1007 1.4,bleu,FALSE
6861 XV 66,1007 1.4,bleu,FALSE
7150 AW 49,1007 1.4,bleu,FALSE
385 PU 36,1007 1.4,bleu,FALSE
9510 QV 82,1007 1.4,bleu,FALSE
4163 GK 58,1007 1.4,bleu,FALSE
9807 WN 77,1007 1.4,bleu,FALSE
8464 HJ 20,1007 1.4,bleu,FALSE
7510 UF 50,1007 1.4,bleu,FALSE
5640 VK 28,1007 1.4,bleu,FALSE
1440 RJ 62,1007 1.4,bleu,FALSE
1464 CK 20,1007 1.4,bleu,FALSE
2881 LI 82,1007 1.4,bleu,FALSE
3768 XP 27,1007 1.4,bleu,FALSE
8151 FD 87,1007 1.4,bleu,FALSE
8159 PX 72,1007 1.4,bleu,FALSE
5924 WT 91,1007 1.4,bleu,FALSE
3663 DX 11,1007 1.4,bleu,FALSE
1865 QD 13,1007 1.4,bleu,FALSE
4627 GJ 33,1007 1.4,bleu,FALSE
2153 KP 88,1007 1.4,bleu,FALSE
2201 GZ 83,1007 1.4,bleu,FALSE
2854 HB 62,1007 1.4,bleu,FALSE
9180 WI 78,1007 1.4,bleu,FALSE
5518 ZR 24,1007 1.4,bleu,FALSE
8416 TA 48,1007 1.4,bleu,FALSE
9147 ZM 21,1007 1.4,bleu,FALSE
5326 PI 75,1007 1.4,bleu,FALSE
5344 LT 64,1007 1.4,bleu,FALSE
6893 VX 43,1007 1.4,bleu,FALSE
4194 GF 94,1007 1.4,bleu,FALSE
7798 VX 42,1007 1.4,bleu,FALSE
7312 IB 33,1007 1.4,bleu,FALSE
3439 YX 25,1007 1.4,bleu,FALSE
4783 BN 56,1007 1.4,bleu,FALSE
40 ER 93,1007 1.4,bleu,FALSE
6013 MU 94,1007 1.4,bleu,FALSE
4554 NZ 16,1007 1.4,bleu,FALSE
6017 DP 74,1007 1.4,bleu,FALSE
1658 ZK 81,1007 1.4,bleu,FALSE
8235 NW 11,1007 1.4,bleu,FALSE
8444 NO 75,1007 1.4,bleu,FALSE
3724 JC 47,1007 1.4,bleu,FALSE
66 CC 90,1007 1.4,bleu,FALSE
9497 VA 64,1007 1.4,bleu,FALSE
5900 GM 70,1007 1.4,bleu,FALSE
9008 HK 29,1007 1.4,bleu,FALSE
5772 CO 20,1007 1.4,bleu,FALSE
3066 YQ 44,1007 1.4,bleu,FALSE
3035 DD 54,1007 1.4,bleu,FALSE
6083 VQ 22,1007 1.4,bleu,FALSE
5031 BK 83,1007 1.4,bleu,FALSE
9129 WE 28,1007 1.4,bleu,FALSE
2674 QP 86,1007 1.4,bleu,FALSE
1524 MQ 80,1007 1.4,bleu,FALSE
176 WK 57,1007 1.4,bleu,FALSE
178 FY 14,1007 1.4,bleu,FALSE
5890 BH 60,1007 1.4,bleu,FALSE
8724 QO 12,1007 1.4,bleu,FALSE
3612 RE 84,1007 1.4,bleu,FALSE
9885 BB 87,1007 1.4,bleu,FALSE
8063 EP 92,1007 1.4,bleu,FALSE
9930 DL 48,1007 1.4,bleu,FALSE
1094 PH 60,1007 1.4,bleu,FALSE
9587 VY 51,1007 1.4,bleu,FALSE
8446 YB 45,1007 1.4,bleu,FALSE
2379 WO 89,1007 1.4,bleu,FALSE
2988 MX 70,1007 1.4,bleu,FALSE
1453 NQ 25,1007 1.4,bleu,FALSE
9575 KG 96,1007 1.4,bleu,FALSE
3412 LF 23,1007 1.4,bleu,FALSE
3618 NM 91,1007 1.4,bleu,FALSE
530 VA 87,1007 1.4,bleu,FALSE
4013 IB 70,1007 1.4,bleu,FALSE
6260 FJ 69,1007 1.4,bleu,FALSE
9580 UL 52,1007 1.4,bleu,FALSE
3000 XH 49,1007 1.4,bleu,FALSE
1233 FW 70,1007 1.4,bleu,FALSE
7543 MU 45,1007 1.4,bleu,FALSE
7220 KI 96,1007 1.4,bleu,FALSE
4513 DI 82,1007 1.4,bleu,FALSE
3524 KE 20,1007 1.4,bleu,FALSE
6168 QF 94,1007 1.4,bleu,FALSE
4689 CD 19,1007 1.4,bleu,FALSE
3091 EP 70,1007 1.4,bleu,FALSE
3147 JH 49,1007 1.4,bleu,FALSE
8526 XL 65,1007 1.4,bleu,FALSE
3222 NL 14,1007 1.4,bleu,FALSE
7077 ZR 33,1007 1.4,bleu,FALSE
3059 EM 32,1007 1.4,bleu,FALSE
8568 HI 51,1007 1.4,bleu,FALSE
6371 EI 55,1007 1.4,bleu,FALSE
8292 NJ 79,1007 1.4,bleu,FALSE
7737 ND 70,1007 1.4,bleu,FALSE
7667 AN 81,1007 1.4,bleu,FALSE
1832 RY 67,1007 1.4,bleu,FALSE
7664 NJ 85,1007 1.4,bleu,FALSE
9352 VI 84,1007 1.4,bleu,FALSE
1423 IL 19,1007 1.4,bleu,FALSE
5150 XI 33,1007 1.4,bleu,FALSE
1578 AA 25,1007 1.4,bleu,FALSE
7864 NO 56,1007 1.4,bleu,FALSE
2404 BT 82,1007 1.4,bleu,FALSE
99 PP 75,1007 1.4,bleu,FALSE
7379 JA 78,1007 1.4,bleu,FALSE
1171 NS 97,1007 1.4,bleu,FALSE
7557 AZ 25,1007 1.4,bleu,FALSE
8586 ZP 41,1007 1.4,bleu,FALSE
9495 VZ 34,1007 1.4,bleu,FALSE
3798 SS 24,1007 1.4,bleu,FALSE
5418 MX 33,1007 1.4,bleu,FALSE
1003 LY 47,1007 1.4,bleu,FALSE
412 WT 87,1007 1.4,bleu,FALSE
7339 DF 80,1007 1.4,bleu,FALSE
3184 UJ 23,1007 1.4,bleu,FALSE
5323 BX 48,1007 1.4,bleu,FALSE
1448 MQ 76,1007 1.4,bleu,FALSE
1204 YY 15,1007 1.4,bleu,FALSE
9203 YE 76,1007 1.4,bleu,FALSE
7862 YA 88,1007 1.4,bleu,FALSE
1575 BZ 32,1007 1.4,bleu,FALSE
6002 NT 39,1007 1.4,bleu,FALSE
2242 JW 47,1007 1.4,bleu,FALSE
5181 EY 76,1007 1.4,bleu,FALSE
1241 UG 30,1007 1.4,bleu,FALSE
6129 KC 51,1007 1.4,bleu,FALSE
554 RY 26,1007 1.4,bleu,FALSE
1918 PE 59,1007 1.4,bleu,FALSE
9427 PQ 94,1007 1.4,bleu,FALSE
9455 OR 53,1007 1.4,bleu,FALSE
8056 DL 77,1007 1.4,bleu,FALSE
5565 GK 68,1007 1.4,bleu,FALSE
9719 BM 19,1007 1.4,bleu,FALSE
7020 FG 92,1007 1.4,bleu,FALSE
3298 HC 52,1007 1.4,bleu,FALSE
7584 RI 74,1007 1.4,bleu,FALSE
4077 QG 96,1007 1.4,bleu,FALSE
2482 JJ 45,1007 1.4,bleu,FALSE
5957 AP 49,1007 1.4,bleu,FALSE
9430 GD 33,1007 1.4,bleu,FALSE
1868 RJ 93,1007 1.4,bleu,FALSE
2989 HW 92,1007 1.4,bleu,FALSE
7547 VT 86,1007 1.4,bleu,FALSE
3140 US 11,1007 1.4,bleu,FALSE
4740 WU 64,1007 1.4,bleu,FALSE
6544 NQ 11,1007 1.4,bleu,FALSE
3389 CN 18,1007 1.4,bleu,FALSE
3032 AB 91,1007 1.4,bleu,FALSE
4895 FG 72,1007 1.4,bleu,FALSE
6290 IT 91,1007 1.4,bleu,FALSE
13 UW 60,1007 1.4,bleu,FALSE
7112 CM 18,1007 1.4,bleu,FALSE
5673 OY 73,1007 1.4,bleu,FALSE
1073 NN 11,1007 1.4,bleu,FALSE
6952 TB 66,1007 1.4,bleu,FALSE
3113 MD 93,1007 1.4,bleu,FALSE
9682 RB 62,1007 1.4,bleu,FALSE
6934 YG 26,1007 1.4,bleu,FALSE
5134 EB 89,1007 1.4,bleu,FALSE
488 RV 72,1007 1.4,bleu,FALSE
2763 MK 74,1007 1.4,bleu,FALSE
16 UA 52,1007 1.4,bleu,FALSE
950 DU 89,1007 1.4,bleu,FALSE
1591 SK 29,1007 1.4,bleu,FALSE
3745 GG 95,1007 1.4,bleu,FALSE
8103 UW 61,1007 1.4,bleu,FALSE
8601 KJ 30,1007 1.4,bleu,FALSE
3421 MM 90,1007 1.4,bleu,FALSE
7523 EB 93,1007 1.4,bleu,FALSE
7739 IV 70,1007 1.4,bleu,FALSE
8508 RD 65,1007 1.4,bleu,FALSE
6794 QD 88,1007 1.4,bleu,FALSE
9079 RF 92,1007 1.4,bleu,FALSE
420 FJ 27,1007 1.4,bleu,FALSE
9038 GK 87,1007 1.4,bleu,FALSE
1384 GL 82,1007 1.4,bleu,FALSE
4414 TO 98,1007 1.4,bleu,FALSE
3015 XZ 15,1007 1.4,bleu,FALSE
7619 ZX 72,1007 1.4,bleu,FALSE
2290 GK 33,1007 1.4,bleu,FALSE
703 JC 56,1007 1.4,bleu,FALSE
1548 KR 29,1007 1.4,bleu,FALSE
3378 BV 53,1007 1.4,bleu,FALSE
1090 FC 29,1007 1.4,bleu,FALSE
8073 DY 59,1007 1.4,bleu,FALSE
2667 HH 37,1007 1.4,bleu,FALSE
3405 LJ 83,1007 1.4,bleu,FALSE
1344 ZC 81,1007 1.4,bleu,FALSE
3468 HJ 44,1007 1.4,bleu,FALSE
9459 MJ 84,1007 1.4,bleu,FALSE
4764 TV 75,1007 1.4,bleu,FALSE
6813 FN 63,1007 1.4,bleu,FALSE
2296 GS 71,1007 1.4,bleu,FALSE
8648 NZ 63,1007 1.4,bleu,FALSE
3401 SI 27,1007 1.4,bleu,FALSE
6797 OM 49,1007 1.4,bleu,FALSE
2357 SS 41,1007 1.4,bleu,FALSE
5521 IO 24,1007 1.4,bleu,FALSE
4067 WX 13,1007 1.4,bleu,FALSE
1389 JT 12,1007 1.4,bleu,FALSE
7501 IX 12,1007 1.4,bleu,FALSE
5722 GA 88,1007 1.4,bleu,FALSE
6034 XX 16,1007 1.4,bleu,FALSE
1945 YM 81,1007 1.4,bleu,FALSE
8589 IZ 83,1007 1.4,bleu,FALSE
8471 XK 29,1007 1.4,bleu,FALSE
6185 ZH 85,1007 1.4,bleu,FALSE
2046 NY 65,1007 1.4,bleu,FALSE
4228 HE 38,1007 1.4,bleu,FALSE
5106 EG 53,1007 1.4,bleu,FALSE
7683 VG 95,1007 1.4,bleu,FALSE
1052 CU 49,1007 1.4,bleu,FALSE
1610 SH 55,1007 1.4,bleu,FALSE
8509 YK 98,1007 1.4,bleu,FALSE
5566 JF 79,1007 1.4,bleu,FALSE
1398 WA 73,1007 1.4,bleu,FALSE
3096 DZ 73,1007 1.4,bleu,FALSE
6691 CT 79,1007 1.4,bleu,FALSE
1055 FM 80,1007 1.4,bleu,FALSE
3584 UA 10,1007 1.4,bleu,FALSE
5166 CS 66,1007 1.4,bleu,FALSE
9688 EK 18,1007 1.4,bleu,FALSE
5562 UT 57,1007 1.4,bleu,FALSE
5881 MS 86,1007 1.4,bleu,FALSE
6347 CA 42,1007 1.4,bleu,FALSE
6579 YO 71,1007 1.4,bleu,FALSE
4674 RW 65,1007 1.4,bleu,FALSE
5792 OQ 51,1007 1.4,bleu,FALSE
2558 TG 21,1007 1.4,bleu,FALSE
4467 ID 59,1007 1.4,bleu,FALSE
3608 KL 88,1007 1.4,bleu,FALSE
1720 CB 47,1007 1.4,bleu,FALSE
8576 LK 83,1007 1.4,bleu,FALSE
5258 KG 13,1007 1.4,bleu,FALSE
101 ZP 16,1007 1.4,bleu,FALSE
9935 ZZ 30,1007 1.4,bleu,FALSE
2873 YD 47,1007 1.4,bleu,FALSE
483 WJ 95,1007 1.4,bleu,FALSE
7964 BR 24,1007 1.4,bleu,FALSE
2932 ZQ 96,1007 1.4,bleu,FALSE
6784 PX 31,1007 1.4,bleu,FALSE
3286 ZK 42,1007 1.4,bleu,FALSE
9749 RD 60,1007 1.4,bleu,FALSE
5377 NL 43,1007 1.4,bleu,FALSE
3242 NH 59,1007 1.4,bleu,FALSE
3470 HF 79,1007 1.4,bleu,FALSE
2825 PH 97,1007 1.4,bleu,FALSE
9968 QC 15,1007 1.4,bleu,FALSE
6588 VC 87,1007 1.4,bleu,FALSE
6412 ZT 68,1007 1.4,bleu,FALSE
6584 EM 64,1007 1.4,bleu,FALSE
7854 HV 38,1007 1.4,bleu,FALSE
3716 ZV 14,1007 1.4,bleu,FALSE
1041 QP 42,1007 1.4,bleu,FALSE
8269 BH 37,1007 1.4,bleu,FALSE
9872 WT 53,1007 1.4,bleu,FALSE
9641 XN 86,1007 1.4,bleu,FALSE
6104 VV 42,1007 1.4,bleu,FALSE
679 IC 94,1007 1.4,bleu,FALSE
6346 NL 15,1007 1.4,bleu,FALSE
370 FZ 38,1007 1.4,gris,FALSE
4566 JU 46,1007 1.4,gris,FALSE
4868 TJ 58,1007 1.4,gris,FALSE
5098 QL 12,1007 1.4,gris,FALSE
9497 RL 67,1007 1.4,gris,FALSE
3371 TC 56,1007 1.4,gris,FALSE
3868 TW 58,1007 1.4,gris,FALSE
6889 QI 18,1007 1.4,gris,FALSE
256 IG 11,1007 1.4,gris,FALSE
1453 WC 55,1007 1.4,gris,FALSE
7746 RG 15,1007 1.4,gris,FALSE
2161 LQ 64,1007 1.4,gris,FALSE
8759 VY 66,1007 1.4,gris,FALSE
9548 XZ 71,1007 1.4,gris,FALSE
9491 VS 25,1007 1.4,gris,FALSE
7333 MN 80,1007 1.4,gris,FALSE
4416 NQ 97,1007 1.4,gris,FALSE
6023 DV 93,1007 1.4,gris,FALSE
566 OW 31,1007 1.4,gris,FALSE
3865 VM 15,1007 1.4,gris,FALSE
6604 BG 90,1007 1.4,gris,FALSE
6003 TC 65,1007 1.4,gris,FALSE
3499 UT 94,1007 1.4,gris,FALSE
5799 NS 93,1007 1.4,gris,FALSE
922 KS 73,1007 1.4,gris,FALSE
2487 IR 69,1007 1.4,gris,FALSE
6918 FL 41,1007 1.4,gris,FALSE
8890 ZV 54,1007 1.4,gris,FALSE
8852 VT 14,1007 1.4,gris,FALSE
8454 EJ 91,1007 1.4,gris,FALSE
5101 SY 48,1007 1.4,gris,FALSE
8880 BF 16,1007 1.4,gris,FALSE
6574 JP 23,1007 1.4,gris,FALSE
7309 PF 30,1007 1.4,gris,FALSE
3355 ET 37,1007 1.4,gris,FALSE
8192 TN 92,1007 1.4,gris,FALSE
8068 GS 36,1007 1.4,gris,FALSE
1650 UN 76,1007 1.4,gris,FALSE
5588 GT 51,1007 1.4,gris,FALSE
7863 ZV 54,1007 1.4,gris,FALSE
5142 OO 48,1007 1.4,gris,FALSE
387 OI 14,1007 1.4,gris,FALSE
1906 KL 61,1007 1.4,gris,FALSE
8004 IV 78,1007 1.4,gris,FALSE
6787 RT 78,1007 1.4,gris,FALSE
4250 IU 14,1007 1.4,gris,FALSE
7377 OP 71,1007 1.4,gris,FALSE
681 IU 74,1007 1.4,gris,FALSE
1339 BI 26,1007 1.4,gris,FALSE
7643 RT 28,1007 1.4,gris,FALSE
2822 IY 65,1007 1.4,gris,FALSE
1292 VL 58,1007 1.4,gris,FALSE
1634 SW 39,1007 1.4,gris,FALSE
5868 VN 10,1007 1.4,gris,FALSE
2725 XV 33,1007 1.4,gris,FALSE
2994 HS 14,1007 1.4,gris,FALSE
965 YK 60,1007 1.4,gris,FALSE
284 ME 18,1007 1.4,gris,FALSE
9304 UR 85,1007 1.4,gris,FALSE
4906 WA 56,1007 1.4,gris,FALSE
1922 RR 63,1007 1.4,gris,FALSE
987 PD 12,1007 1.4,gris,FALSE
1455 UE 12,1007 1.4,gris,FALSE
4968 IG 69,1007 1.4,gris,FALSE
215 MO 35,1007 1.4,gris,FALSE
8820 XN 14,1007 1.4,gris,FALSE
7529 NJ 77,1007 1.4,gris,FALSE
6060 HV 63,1007 1.4,gris,FALSE
2951 OW 50,1007 1.4,gris,FALSE
6839 BD 29,1007 1.4,gris,FALSE
5695 ZY 67,1007 1.4,gris,FALSE
2565 WJ 28,1007 1.4,gris,FALSE
9598 CK 73,1007 1.4,gris,FALSE
173 NU 48,1007 1.4,gris,FALSE
711 RS 13,1007 1.4,gris,FALSE
7317 PL 87,1007 1.4,gris,FALSE
8589 MR 10,1007 1.4,gris,FALSE
4182 CN 29,1007 1.4,gris,FALSE
984 FO 55,1007 1.4,gris,FALSE
7102 YC 30,1007 1.4,gris,FALSE
9199 HE 27,1007 1.4,gris,FALSE
7249 QM 19,1007 1.4,gris,FALSE
5797 AV 53,1007 1.4,gris,FALSE
40 DI 65,1007 1.4,gris,FALSE
6533 JM 24,1007 1.4,gris,FALSE
9156 MD 62,1007 1.4,gris,FALSE
8798 VV 62,1007 1.4,gris,FALSE
9745 CS 27,1007 1.4,gris,FALSE
3652 ZH 65,1007 1.4,gris,FALSE
8030 JZ 27,1007 1.4,gris,FALSE
1503 OL 48,1007 1.4,gris,FALSE
2459 AT 95,1007 1.4,gris,FALSE
9806 VI 86,1007 1.4,gris,FALSE
4586 LD 85,1007 1.4,gris,FALSE
5103 PT 29,1007 1.4,gris,FALSE
8534 AZ 91,1007 1.4,gris,FALSE
3145 JM 30,1007 1.4,gris,FALSE
1130 XS 47,1007 1.4,gris,FALSE
8898 HM 24,1007 1.4,gris,FALSE
2761 OZ 29,1007 1.4,gris,FALSE
636 XJ 91,1007 1.4,gris,FALSE
9276 GR 87,1007 1.4,gris,FALSE
5504 MW 14,1007 1.4,gris,FALSE
533 ZU 47,1007 1.4,gris,FALSE
5545 BH 85,1007 1.4,gris,FALSE
1682 OL 90,1007 1.4,gris,FALSE
4869 IZ 89,1007 1.4,gris,FALSE
9166 ZK 82,1007 1.4,gris,FALSE
2180 HW 81,1007 1.4,gris,FALSE
3740 CG 95,1007 1.4,gris,FALSE
3197 GZ 53,1007 1.4,gris,FALSE
1511 WU 86,1007 1.4,gris,FALSE
8689 WE 60,1007 1.4,gris,FALSE
7456 OJ 89,1007 1.4,gris,FALSE
6322 RJ 33,1007 1.4,gris,FALSE
7151 MJ 22,1007 1.4,gris,FALSE
4080 FG 14,1007 1.4,gris,FALSE
2251 OL 31,1007 1.4,gris,FALSE
2173 BD 66,1007 1.4,gris,FALSE
6349 CF 31,1007 1.4,gris,FALSE
3124 FX 43,1007 1.4,gris,FALSE
1311 WP 20,1007 1.4,gris,FALSE
8322 QD 67,1007 1.4,gris,FALSE
6561 KB 14,1007 1.4,gris,FALSE
3987 LC 60,1007 1.4,gris,FALSE
2607 LX 16,1007 1.4,gris,FALSE
9767 YT 88,1007 1.4,gris,FALSE
663 EF 87,1007 1.4,gris,FALSE
1290 UF 92,1007 1.4,gris,FALSE
5166 UD 54,1007 1.4,gris,FALSE
6984 LZ 40,1007 1.4,gris,FALSE
3454 AR 33,1007 1.4,gris,FALSE
3089 ZJ 85,1007 1.4,gris,FALSE
1747 DR 54,1007 1.4,gris,FALSE
1051 HU 86,1007 1.4,gris,FALSE
1219 PM 82,1007 1.4,gris,FALSE
4371 YC 87,1007 1.4,gris,FALSE
8952 BO 11,1007 1.4,gris,FALSE
290 GD 68,1007 1.4,gris,FALSE
4420 FC 75,1007 1.4,gris,FALSE
5590 MM 90,1007 1.4,gris,FALSE
9166 WY 45,1007 1.4,gris,FALSE
2323 GV 50,1007 1.4,gris,FALSE
1842 NX 42,1007 1.4,gris,FALSE
6792 OA 95,1007 1.4,gris,FALSE
8773 LC 67,1007 1.4,gris,FALSE
2570 JF 66,1007 1.4,gris,FALSE
3626 CB 56,1007 1.4,gris,FALSE
7236 JG 41,1007 1.4,gris,FALSE
5696 FB 57,1007 1.4,gris,FALSE
5872 CT 19,1007 1.4,gris,FALSE
7803 VP 21,1007 1.4,gris,FALSE
9581 NM 80,1007 1.4,gris,FALSE
6528 VF 16,1007 1.4,gris,FALSE
5731 OJ 83,1007 1.4,gris,FALSE
4409 XL 36,1007 1.4,gris,FALSE
5456 JJ 70,1007 1.4,gris,FALSE
4503 NU 37,1007 1.4,gris,FALSE
9020 NI 90,1007 1.4,gris,FALSE
8166 WL 97,1007 1.4,gris,FALSE
5042 FB 97,1007 1.4,gris,FALSE
8249 ZG 12,1007 1.4,gris,FALSE
5704 WL 48,1007 1.4,gris,FALSE
9913 SY 24,1007 1.4,gris,FALSE
5690 BJ 72,1007 1.4,gris,FALSE
9348 PB 78,1007 1.4,gris,FALSE
5766 TV 30,1007 1.4,gris,FALSE
5349 NE 40,1007 1.4,gris,FALSE
2625 CI 46,1007 1.4,gris,FALSE
6240 AY 53,1007 1.4,gris,FALSE
5338 HD 65,1007 1.4,gris,FALSE
6231 UB 39,1007 1.4,gris,FALSE
2859 OC 38,1007 1.4,gris,FALSE
7315 XE 88,1007 1.4,gris,FALSE
9070 AO 60,1007 1.4,gris,FALSE
8034 IR 85,1007 1.4,gris,FALSE
5004 OI 14,1007 1.4,gris,FALSE
8177 ZV 77,1007 1.4,gris,FALSE
2386 WX 31,1007 1.4,gris,FALSE
6271 MU 25,1007 1.4,gris,FALSE
2916 DZ 38,1007 1.4,gris,FALSE
2086 QX 57,1007 1.4,gris,FALSE
6931 MG 11,1007 1.4,gris,FALSE
2837 WY 75,1007 1.4,gris,FALSE
5430 LT 36,1007 1.4,gris,FALSE
7144 XK 43,1007 1.4,gris,FALSE
5766 HL 11,1007 1.4,gris,FALSE
888 ZK 39,1007 1.4,gris,FALSE
316 GJ 57,1007 1.4,gris,FALSE
5901 GA 87,1007 1.4,gris,FALSE
3177 SI 26,1007 1.4,gris,FALSE
3385 VM 57,1007 1.4,gris,FALSE
4102 PF 93,1007 1.4,gris,FALSE
7013 QT 75,1007 1.4,gris,FALSE
3102 WZ 15,1007 1.4,gris,FALSE
9417 NR 25,1007 1.4,gris,FALSE
1826 JK 22,1007 1.4,gris,FALSE
2041 JH 32,1007 1.4,gris,FALSE
6169 HM 65,1007 1.4,gris,FALSE
3278 WU 46,1007 1.4,gris,FALSE
4079 NO 59,1007 1.4,gris,FALSE
306 GJ 46,1007 1.4,gris,FALSE
8452 HH 11,1007 1.4,gris,FALSE
5083 SP 59,1007 1.4,gris,FALSE
1615 KS 91,1007 1.4,gris,FALSE
998 BT 22,1007 1.4,gris,FALSE
6770 IV 64,1007 1.4,gris,FALSE
3845 OF 54,1007 1.4,gris,FALSE
5434 DY 55,1007 1.4,gris,FALSE
8005 FW 44,1007 1.4,gris,FALSE
4112 YI 86,1007 1.4,gris,FALSE
4426 MK 61,1007 1.4,gris,FALSE
8759 BO 38,1007 1.4,gris,FALSE
7603 OI 37,1007 1.4,gris,FALSE
2509 ZI 25,1007 1.4,gris,FALSE
4577 LU 53,1007 1.4,gris,FALSE
7945 HY 66,1007 1.4,gris,FALSE
781 TH 31,1007 1.4,gris,FALSE
8489 CZ 20,1007 1.4,gris,FALSE
2149 CI 94,1007 1.4,gris,FALSE
7950 XM 13,1007 1.4,gris,FALSE
8959 HJ 87,1007 1.4,gris,FALSE
1214 PG 82,1007 1.4,gris,FALSE
1945 BJ 48,1007 1.4,gris,FALSE
6210 BV 58,1007 1.4,gris,FALSE
9768 BT 22,1007 1.4,gris,FALSE
6513 TG 83,1007 1.4,gris,FALSE
1794 HK 51,1007 1.4,gris,FALSE
805 QD 27,1007 1.4,gris,FALSE
5465 GO 81,1007 1.4,gris,FALSE
1751 MF 45,1007 1.4,gris,FALSE
8981 ES 50,1007 1.4,gris,FALSE
5046 CI 90,1007 1.4,gris,FALSE
4607 GF 24,1007 1.4,gris,FALSE
5030 ZI 79,1007 1.4,gris,FALSE
9587 JZ 23,1007 1.4,gris,FALSE
7425 FO 84,1007 1.4,gris,FALSE
2451 XL 37,1007 1.4,gris,FALSE
4305 XO 52,1007 1.4,gris,FALSE
4485 OK 59,1007 1.4,gris,FALSE
5343 WU 27,1007 1.4,gris,FALSE
7038 VV 28,1007 1.4,gris,FALSE
7825 SE 49,1007 1.4,gris,FALSE
7444 MC 91,1007 1.4,gris,FALSE
8551 MR 75,1007 1.4,gris,FALSE
6466 VX 43,1007 1.4,gris,FALSE
5223 WW 27,1007 1.4,gris,FALSE
3724 KX 95,1007 1.4,gris,FALSE
6105 DJ 62,1007 1.4,gris,FALSE
3283 BI 37,1007 1.4,gris,FALSE
4508 GM 83,1007 1.4,gris,FALSE
2957 ZP 18,1007 1.4,gris,FALSE
4854 UN 64,1007 1.4,gris,FALSE
8202 NK 32,1007 1.4,gris,FALSE
4296 VB 33,1007 1.4,gris,FALSE
2086 LS 83,1007 1.4,gris,FALSE
8904 CV 65,1007 1.4,gris,FALSE
7422 XR 80,1007 1.4,gris,FALSE
9726 FU 86,1007 1.4,gris,FALSE
3016 HU 88,1007 1.4,gris,FALSE
7058 MV 42,1007 1.4,gris,FALSE
1472 JF 23,1007 1.4,gris,FALSE
2885 CN 21,1007 1.4,gris,FALSE
1247 BQ 55,1007 1.4,gris,FALSE
7322 DW 71,1007 1.4,gris,FALSE
4622 MW 20,1007 1.4,gris,FALSE
4565 KP 26,1007 1.4,gris,FALSE
8194 HM 39,1007 1.4,gris,FALSE
4846 PI 36,1007 1.4,gris,FALSE
5769 UX 94,1007 1.4,gris,FALSE
8362 ZV 41,1007 1.4,gris,FALSE
9212 BF 93,1007 1.4,gris,FALSE
2445 OH 23,1007 1.4,gris,FALSE
4235 WA 74,1007 1.4,gris,FALSE
4666 YB 25,1007 1.4,gris,FALSE
5185 NU 15,1007 1.4,gris,FALSE
8034 NB 72,1007 1.4,gris,FALSE
1131 DQ 61,1007 1.4,gris,FALSE
2993 OZ 62,1007 1.4,gris,FALSE
8675 MX 70,1007 1.4,gris,FALSE
2924 RG 11,1007 1.4,gris,FALSE
8687 RK 67,1007 1.4,gris,FALSE
8568 YF 37,1007 1.4,gris,FALSE
8086 UU 39,1007 1.4,gris,FALSE
3184 MC 94,1007 1.4,gris,FALSE
4219 FD 15,1007 1.4,gris,FALSE
6400 LN 22,1007 1.4,gris,FALSE
370 XS 14,1007 1.4,gris,FALSE
606 XX 87,1007 1.4,gris,FALSE
9518 QL 70,1007 1.4,gris,FALSE
4170 FI 63,1007 1.4,gris,FALSE
2401 VP 87,1007 1.4,gris,FALSE
2689 VF 15,1007 1.4,gris,FALSE
1275 FW 44,1007 1.4,gris,FALSE
1954 VX 92,1007 1.4,gris,FALSE
4736 RE 94,1007 1.4,gris,FALSE
5101 SI 29,1007 1.4,gris,FALSE
4723 CP 63,1007 1.4,gris,FALSE
7886 BF 44,1007 1.4,gris,FALSE
4822 CG 17,1007 1.4,gris,FALSE
9357 YA 44,1007 1.4,gris,FALSE
2768 XD 90,1007 1.4,gris,FALSE
7806 UH 49,1007 1.4,gris,FALSE
898 MG 60,1007 1.4,gris,FALSE
1418 XQ 20,1007 1.4,gris,FALSE
5623 ND 70,1007 1.4,gris,FALSE
6889 JC 70,1007 1.4,gris,FALSE
266 IW 19,1007 1.4,gris,FALSE
1226 LM 27,1007 1.4,gris,FALSE
1061 LD 88,1007 1.4,gris,FALSE
2862 HV 94,1007 1.4,gris,FALSE
3517 ZK 25,1007 1.4,gris,FALSE
2143 TH 94,1007 1.4,gris,FALSE
