age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
66,M,164,M,3,FALSE,971 AH 75
84,M,991,M,3,FALSE,9989 QD 85
84,M,455,M,3,FALSE,787 VY 25
78,M,557,M,3,FALSE,4728 JF 65
67,M,241,M,3,FALSE,355 DM 46
75,M,471,M,3,FALSE,107 TM 57
63,M,1138,M,3,FALSE,3541 JX 64
83,M,462,M,3,FALSE,8110 IQ 87
65,M,995,M,3,FALSE,4605 AB 36
69,M,476,M,3,FALSE,5149 JK 48
64,M,592,M,3,FALSE,3554 MT 72
78,M,538,M,3,FALSE,8344 OO 24
65,M,222,M,3,FALSE,1592 MF 11
81,M,766,M,3,FALSE,6879 EN 88
84,M,1197,M,3,FALSE,1371 DX 47
73,M,496,M,3,FALSE,9250 OY 76
76,M,740,M,3,FALSE,771 GM 73
79,M,549,M,3,FALSE,5796 AO 66
81,M,1191,M,3,FALSE,377 XN 73
62,M,170,M,3,FALSE,9341 EO 22
81,M,445,M,3,FALSE,7790 WF 74
80,M,1207,M,3,FALSE,8427 PK 50
79,M,588,M,3,FALSE,1292 OB 70
70,M,1099,M,3,FALSE,1133 UZ 21
66,M,899,M,3,FALSE,826 XO 92
83,M,476,M,3,FALSE,2649 SD 82
69,M,427,M,3,FALSE,8191 AN 51
79,M,508,M,3,FALSE,5251 NH 36
80,M,437,M,3,FALSE,9686 KM 35
73,M,1365,M,3,FALSE,1583 CP 34
69,M,491,M,3,FALSE,2713 BU 90
79,M,207,M,3,FALSE,9880 EH 18
,M,580,M,3,FALSE,1842 UE 15
75,M,1275,M,3,FALSE,9134 RO 57
69,M,1236,M,3,FALSE,1495 OB 12
64,M,407,M,3,FALSE,6256 MS 27
60,M,1042,M,3,FALSE,2970 WX 82
60,M,565,M,3,FALSE,6763 XQ 49
69,M,166,M,3,FALSE,4356 HK 27
70,M,472,M,3,FALSE,2257 LG 74
84,M,527,M,3,FALSE,8705 XN 29
75,M,203,M,3,FALSE,2118 VE 85
80,M,456,M,3,FALSE,4817 QV 33
81,M,813,M,3,FALSE,1930 TH 86
62,M,519,M,3,FALSE,3123 ZN 29
84,M,516,M,3,FALSE,6674 JL 41
77,M,426,M,3,FALSE,5403 SV 48
65,M,469,M,3,FALSE,3247 MR 75
64,M,595,M,3,FALSE,1389 VV 56
67,M,506,M,3,FALSE,4909 MB 76
80,M,537,M,3,FALSE,1738 TB 36
76,M,224,M,3,FALSE,1940 ET 44
79,M,192,M,3,FALSE,1267 FB 39
60,M,540,M,3,FALSE,2030 CL 91
83,M,447,M,3,FALSE,2386 IP 81
64,M,573,M,3,FALSE,5630 NY 13
73,M,245,M,3,FALSE,7494 GR 71
74,M,231,M,3,FALSE,4797 ID 92
78,M,843,M,3,FALSE,627 TJ 46
63,M,238,M,3,FALSE,7741 QL 24
68,M,827,M,3,FALSE,7411 ZL 59
83,M,228,M,3,FALSE,8233 YV 28
80,M,171,M,3,FALSE,7250 XO 39
68,M,486,M,3,FALSE,9338 XF 59
71,M,194,M,3,FALSE,9827 BU 20
68,M,586,M,3,FALSE,9242 OQ 45
61,M,941,M,3,FALSE,6001 ML 33
67,M,523,M,3,FALSE,7014 EQ 45
81,M,434,M,3,FALSE,7570 KT 42
65,M,550,M,3,FALSE,3208 ZQ 95
64,M,166,M,3,FALSE,7139 JK 68
80,M,200,M,3,FALSE,9422 IO 67
84,M,1192,M,3,FALSE,9814 ME 64
72,M,869,M,3,FALSE,2577 YZ 75
84,M,447,M,3,FALSE,8740 TH 58
77,M,896,M,3,FALSE,1323 EP 67
80,M,540,M,3,FALSE,9520 LK 28
73,M,159,M,3,FALSE,406 LC 56
60,M,166,M,3,FALSE,3156 TB 14
66,M,470,M,3,FALSE,9925 EI 87
81,M,713,M,3,FALSE,6100 LR 39
74,M,1282,M,3,FALSE,7146 QK 61
66,M,1206,M,3,FALSE,3098 OE 42
73,M,808,M,3,FALSE,2781 WF 21
64,M,903,M,3,FALSE,585 RS 30
84,M,496,M,3,FALSE,5783 VW 17
69,M,447,M,3,FALSE,9962 DK 82
70,M,572,M,3,FALSE,2740 ZX 97
63,M,1271,M,3,FALSE,1178 XL 47
77,M,556,M,3,FALSE,4943 WK 14
78,M,208,M,3,FALSE,384 AP 58
83,M,470,M,3,FALSE,467 ON 57
62,M,472,M,3,FALSE,3221 AN 38
82,M,996,M,3,FALSE,2873 GR 91
63,M,236,M,3,FALSE,2917 MV 74
67,M,418,M,3,FALSE,4159 AY 59
68,M,493,M,3,FALSE,4040 IV 49
67,M,198,M,3,FALSE,5555 XV 90
79,M,512,M,3,FALSE,2425 BM 63
78,M,248,M,3,FALSE,8013 GS 23
75,M,515,M,3,FALSE,8860 DR 93
72,M,460,M,3,FALSE,7135 LE 32
72,M,509,M,3,FALSE,9868 EU 21
81,M,1201,M,3,FALSE,697 LA 77
,M,1257,M,3,FALSE,7599 RY 59
71,M,540,M,3,FALSE,9871 LU 51
84,M,242,M,3,FALSE,4726 QZ 13
66,M,401,M,3,FALSE,9136 SS 15
63,M,516,M,3,FALSE,5466 HY 26
70,M,991,M,3,FALSE,2159 LY 81
73,M,814,M,3,FALSE,1511 VK 78
76,M,444,M,3,FALSE,3155 NF 48
63,M,200,M,3,FALSE,7998 YA 60
68,M,1215,M,3,FALSE,4126 TP 90
64,M,182,M,3,FALSE,8541 PX 37
84,M,526,M,3,FALSE,4063 II 58
79,M,168,M,3,FALSE,4431 JR 79
68,M,234,M,3,FALSE,6323 ZS 87
80,M,193,M,3,FALSE,624 AA 90
76,M,755,M,3,FALSE,82 FY 44
,M,502,M,3,FALSE,2524 QH 64
65,M,167,M,3,FALSE,3506 VM 19
81,M,438,M,3,FALSE,6510 HZ 36
81,M,417,M,3,FALSE,5524 XE 58
80,M,245,M,3,FALSE,7215 DL 84
61,M,158,M,3,FALSE,9058 QN 14
84,M,433,M,3,FALSE,9089 BT 20
69,M,433,M,3,FALSE,2379 VD 97
65,M,442,M,3,FALSE,1103 CR 20
68,M,458,M,3,FALSE,3732 LA 53
73,M,541,M,3,FALSE,1442 RJ 88
70,M,468,M,3,FALSE,9174 YD 55
75,M,552,M,3,FALSE,4466 IT 42
75,M,218,M,3,FALSE,318 UR 21
81,M,1386,M,3,FALSE,45 MU 10
72,M,459,M,3,FALSE,2932 WL 84
74,M,440,M,3,FALSE,8211 BJ 73
63,M,998,M,3,FALSE,494 JM 36
76,M,450,M,3,FALSE,4557 DX 81
74,M,402,M,3,FALSE,6260 KI 44
72,M,438,M,3,FALSE,4290 KX 89
68,M,479,M,3,FALSE,6544 WU 97
76,M,417,M,3,FALSE,1115 XW 72
62,M,188,M,3,FALSE,8430 CQ 32
79,M,1229,M,3,FALSE,6837 OK 20
65,M,417,M,3,FALSE,3416 XH 31
78,M,195,M,3,FALSE,6642 WM 50
67,M,1036,M,3,FALSE,8337 KE 10
63,M,766,M,3,FALSE,8362 QT 33
60,M,531,M,3,FALSE,4434 OX 17
75,M,1002,M,3,FALSE,4064 FS 96
60,M,441,M,3,FALSE,5205 TT 26
65,M,531,M,3,FALSE,9090 ZF 83
63,M,583,M,3,FALSE,8210 CO 32
83,M,225,M,3,FALSE,5883 ME 83
80,M,497,M,3,FALSE,1808 HJ 56
69,M,845,M,3,FALSE,2370 PR 84
67,M,239,M,3,FALSE,9723 HN 57
80,M,1066,M,3,FALSE,6301 SP 38
74,M,522,M,3,FALSE,3123 ER 51
74,M,435,M,3,FALSE,3614 XS 74
84,M,426,M,3,FALSE,1381 WW 18
70,M,593,M,3,FALSE,8237 TR 14
80,M,245,M,3,FALSE,429 CE 20
69,M,176,M,3,FALSE,948 PR 33
75,M,456,M,3,FALSE,5095 IU 40
69,M,454,M,3,FALSE,6672 ZE 51
76,M,1003,M,3,FALSE,2969 GV 89
61,M,167,M,3,FALSE,6117 MK 16
61,M,454,M,3,FALSE,6882 WV 12
82,M,942,M,3,FALSE,2665 UV 92
60,M,150,M,3,FALSE,5570 ET 58
71,M,1066,M,3,FALSE,9906 HP 27
79,M,151,M,3,FALSE,4296 LO 88
63,M,547,M,3,FALSE,3504 IL 10
75,M,567,M,3,FALSE,6327 NH 51
60,M,536,M,3,FALSE,2706 LN 10
78,M,578,M,3,FALSE,4678 QG 62
72,M,441,M,3,FALSE,256 TD 52
64,M,922,M,3,FALSE,7119 JR 14
73,M,1054,M,3,FALSE,9200 WS 63
80,M,441,M,3,FALSE,8301 QN 64
72,M,525,M,3,FALSE,8988 BH 64
65,M,450,M,3,FALSE,3996 OI 45
81,M,564,M,3,FALSE,7399 NF 66
81,M,517,M,3,FALSE,293 YM 42
62,M,932,M,3,FALSE,7978 FB 73
62,M,1129,M,3,FALSE,1276 VD 74
72,M,1092,M,3,FALSE,6730 OE 30
62,M,166,M,3,FALSE,3462 HH 22
72,M,1188,M,3,FALSE,4643 ZN 88
71,M,1361,M,3,FALSE,3463 HF 85
78,M,153,M,3,FALSE,6852 HW 89
72,M,175,M,3,FALSE,1975 GL 25
69,M,445,M,3,FALSE,3498 AV 62
73,M,1381,M,3,FALSE,6448 ZB 21
70,M,408,M,3,FALSE,4027 BS 29
84,M,441,M,3,FALSE,1249 KY 84
63,M,416,M,3,FALSE,2775 AG 36
76,M,430,M,3,FALSE,9007 RY 46
76,M,563,M,3,FALSE,1413 OT 13
84,M,,M,3,FALSE,8649 CV 91
70,M,181,M,3,FALSE,413 AQ 39
66,M,490,M,3,FALSE,7122 QP 48
84,M,490,M,3,FALSE,9416 SA 22
73,M,1059,M,3,FALSE,1008 XZ 82
62,M,585,M,3,FALSE,2657 SD 81
66,M,432,M,3,FALSE,4173 IE 98
72,M,181,M,3,FALSE,3974 WL 49
78,M,1345,M,3,FALSE,6208 CC 69
60,M,472,M,3,FALSE,192 DP 85
78,M,210,M,3,FALSE,9145 MP 49
65,M,879,M,3,FALSE,5413 TM 48
73,M,457,M,3,FALSE,6276 DL 23
64,M,1034,M,3,FALSE,3859 HB 68
68,M,486,M,3,FALSE,3532 AH 20
63,M,206,M,3,FALSE,6716 GY 78
75,M,187,M,3,FALSE,4796 YI 68
80,M,478,M,3,FALSE,5046 ZY 23
70,M,461,M,3,FALSE,9234 AZ 12
81,M,427,M,3,FALSE,7782 TM 87
72,M,449,M,3,FALSE,2029 AA 45
77,M,208,M,3,FALSE,3347 DW 48
61,M,1016,M,3,FALSE,3865 DM 37
75,M,951,M,3,FALSE,5896 YD 12
70,M,229,M,3,FALSE,9252 PW 37
71,M,1342,M,3,FALSE,2152 TV 68
67,M,543,M,3,FALSE,8497 IU 98
79,M,544,M,3,FALSE,924 LC 67
83,M,579,M,3,FALSE,8199 YP 26
75,M,506,M,3,FALSE,9369 HI 36
78,M,836,M,3,FALSE,6310 AB 98
70,M,565,M,3,FALSE,8031 EL 27
62,M,524,M,3,FALSE,28 CZ 73
67,M,445,M,3,FALSE,2837 GK 82
68,M,194,M,3,FALSE,3943 WX 11
67,M,405,M,3,FALSE,743 ET 45
84,M,164,M,3,FALSE,6300 KB 16
67,M,585,M,3,FALSE,8559 XD 28
75,M,189,M,3,FALSE,3972 VM 43
67,M,205,M,3,FALSE,6515 FC 16
82,M,232,M,3,FALSE,3626 AF 78
73,M,582,M,3,FALSE,9952 GI 30
68,M,952,M,3,FALSE,8206 VO 13
71,M,221,M,3,FALSE,6828 KB 40
71,M,755,M,3,FALSE,9751 XK 89
67,M,920,M,3,FALSE,6107 FC 14
71,M,160,M,3,FALSE,7377 PV 80
77,M,537,M,3,FALSE,1039 VQ 34
61,M,570,M,3,FALSE,9879 QR 51
83,M,1242,M,3,FALSE,2243 XN 44
73,M,401,M,3,FALSE,9256 UQ 96
68,M,1298,M,3,FALSE,7070 WN 63
78,M,195,M,3,FALSE,4591 SP 69
68,M,180,M,3,FALSE,8997 VY 36
61,M,1295,M,3,FALSE,7691 LB 80
76,M,943,M,3,FALSE,673 QK 91
80,M,539,M,3,FALSE,2675 SG 26
78,M,464,M,3,FALSE,5357 LC 47
74,M,760,M,3,FALSE,5545 RU 23
84,M,517,M,3,FALSE,6285 BP 75
67,M,154,M,3,FALSE,7331 CK 10
79,M,1169,M,3,FALSE,191 GA 70
79,M,532,M,3,FALSE,7157 AE 20
71,M,560,M,3,FALSE,9196 XX 32
67,M,854,M,3,FALSE,1980 QN 12
60,M,771,M,3,FALSE,1693 MH 24
60,M,572,M,3,FALSE,5728 OU 95
68,M,553,M,3,FALSE,9449 WZ 22
83,M,1395,M,3,FALSE,4776 XD 15
78,M,598,M,3,FALSE,9140 TD 36
69,M,492,M,3,FALSE,5537 PB 20
68,M,489,M,3,FALSE,308 YG 49
76,M,154,M,3,FALSE,8076 SS 94
68,M,490,M,3,FALSE,1992 GU 72
72,M,1215,M,3,FALSE,8083 YC 27
76,M,902,M,3,FALSE,5016 YS 24
81,M,431,M,3,FALSE,8742 QU 56
83,M,769,M,3,FALSE,6131 XO 41
64,M,245,M,3,FALSE,1680 SV 36
67,M,453,M,3,FALSE,3351 WG 86
75,M,480,M,3,FALSE,1377 JG 67
70,M,470,M,3,FALSE,3281 UO 73
82,M,159,M,3,FALSE,5516 NY 46
81,M,1153,M,3,FALSE,1521 IS 28
81,M,1338,M,3,FALSE,4265 XT 54
60,M,1276,M,3,FALSE,5795 RH 34
78,M,747,M,3,FALSE,7709 ZK 28
84,M,445,M,3,FALSE,5840 DQ 65
74,M,1194,M,3,FALSE,2614 ZP 31
66,M,1262,M,3,FALSE,1570 DR 47
70,M,478,M,3,FALSE,5545 WI 75
80,M,499,M,3,FALSE,4250 RS 18
81,M,510,M,3,FALSE,352 BA 20
78,M,235,M,3,FALSE,8350 BG 98
68,M,1069,M,3,FALSE,8065 KI 58
62,M,223,M,3,FALSE,8476 NZ 23
62,M,440,M,3,FALSE,2451 UP 76
70,M,587,M,3,FALSE,9047 VU 54
74,M,1196,M,3,FALSE,4749 SL 38
80,M,521,M,3,FALSE,7243 SS 81
61,M,404,M,3,FALSE,6580 FK 28
76,M,171,M,3,FALSE,3449 RQ 74
68,M,1283,M,3,FALSE,2719 WK 85
77,M,429,M,3,FALSE,2884 BF 18
65,M,573,M,3,FALSE,1405 KZ 66
64,M,225,M,3,FALSE,697 TI 66
68,M,1335,M,3,FALSE,161 UH 10
,M,239,M,3,FALSE,2207 PD 23
82,M,1350,M,3,FALSE,5015 SJ 72
70,M,576,M,3,FALSE,2887 LS 35
76,M,183,M,3,FALSE,7774 VI 20
74,M,580,M,3,FALSE,3736 OE 39
64,M,158,M,3,FALSE,1588 OP 76
66,M,512,M,3,FALSE,1476 NG 61
80,M,172,M,3,FALSE,5222 LI 96
71,M,536,M,3,FALSE,9167 LS 93
65,M,1121,M,3,FALSE,3414 VY 24
71,M,248,M,3,FALSE,982 OL 19
72,M,441,M,3,FALSE,9139 MH 90
70,M,553,M,3,FALSE,4982 DZ 77
66,M,1117,M,3,FALSE,5012 XC 89
72,M,1337,M,3,FALSE,1581 HC 88
75,M,576,M,3,FALSE,7645 GM 63
80,M,487,M,3,FALSE,8812 VL 76
66,M,1208,M,3,FALSE,7621 KQ 52
82,M,840,M,3,FALSE,209 JW 25
64,M,512,M,3,FALSE,8334 XD 32
68,M,560,M,3,FALSE,2781 MV 22
82,M,477,M,3,FALSE,1917 FD 77
73,M,543,M,3,FALSE,2454 OQ 77
72,M,431,M,3,FALSE,136 BN 84
82,M,578,M,3,FALSE,1408 KW 98
78,M,548,M,3,FALSE,7080 FK 92
70,M,208,M,3,FALSE,1769 QA 95
75,M,219,M,3,FALSE,2283 JF 83
71,M,150,M,3,FALSE,9708 YH 76
78,M,573,M,3,FALSE,4419 GX 14
60,M,500,M,3,FALSE,3182 MH 13
68,M,460,M,3,FALSE,3670 TG 86
70,M,1192,M,3,FALSE,2988 YI 43
69,M,150,M,3,FALSE,3982 KF 89
62,M,1398,M,3,FALSE,9993 TK 14
67,M,1199,M,3,FALSE,264 WF 54
66,M,244,M,3,FALSE,1700 VI 51
66,M,519,M,3,FALSE,6937 LG 25
81,M,1283,M,3,FALSE,4857 AL 75
63,M,499,M,3,FALSE,487 KH 39
61,M,190,M,3,FALSE,8249 FP 79
81,M,1151,M,3,FALSE,4936 OL 67
76,M,178,M,3,FALSE,725 CA 42
61,M,479,M,3,FALSE,760 SC 38
72,M,542,M,3,FALSE,7922 PV 48
82,M,409,M,3,FALSE,7324 SH 17
80,M,515,M,3,FALSE,6918 HJ 12
83,M,1163,M,3,FALSE,5439 XZ 57
61,M,1101,M,3,FALSE,7795 EI 53
65,M,210,M,3,FALSE,722 PX 32
80,M,204,M,3,FALSE,6313 ZV 68
63,M,445,M,3,FALSE,5030 ZM 80
60,M,405,M,3,FALSE,8724 XC 47
72,M,210,M,3,FALSE,5677 RC 13
80,M,1043,M,3,FALSE,6082 GZ 18
65,M,220,M,3,FALSE,8164 AH 18
79,M,1261,M,3,FALSE,2508 KL 15
72,M,523,M,3,FALSE,7269 XV 57
,M,461,M,3,FALSE,9801 OK 59
83,M,168,M,3,FALSE,1689 TL 65
63,M,450,M,3,FALSE,7756 UF 64
61,M,435,M,3,FALSE,2937 LC 52
77,M,474,M,3,FALSE,3697 MC 80
77,M,578,M,3,FALSE,6202 JA 34
70,M,524,M,3,FALSE,3434 ER 24
60,M,538,M,3,FALSE,1879 BT 88
69,M,178,M,3,FALSE,1489 EJ 79
67,M,447,M,3,FALSE,6784 UK 83
69,M,1013,M,3,FALSE,5351 TO 23
68,M,584,M,3,FALSE,4175 JV 50
80,M,1159,M,3,FALSE,6209 GX 62
60,M,586,M,3,FALSE,7887 WF 45
74,M,770,M,3,FALSE,3410 JH 93
79,M,525,M,3,FALSE,2123 XY 49
64,M,241,M,3,FALSE,6613 MW 43
83,M,171,M,3,FALSE,8177 QW 17
80,M,578,M,3,FALSE,6767 CF 82
67,M,1392,M,3,FALSE,8734 BC 38
68,M,487,M,3,FALSE,8164 BG 79
69,M,496,M,3,FALSE,1061 CR 28
63,M,169,M,3,FALSE,3852 PV 31
79,M,442,M,3,FALSE,4747 VH 61
62,M,469,M,3,FALSE,5283 AZ 61
62,M,481,M,3,FALSE,5869 CS 33
84,M,501,M,3,FALSE,5203 PE 53
84,M,470,M,3,FALSE,6792 NQ 78
79,M,583,M,3,FALSE,3597 EF 63
78,M,1149,M,3,FALSE,1568 DL 91
66,M,503,M,3,FALSE,2911 EC 80
72,M,470,M,3,FALSE,4164 RF 87
74,M,470,M,3,FALSE,883 CL 97
63,M,153,M,3,FALSE,2306 IS 71
75,M,1127,M,3,FALSE,7240 WX 90
76,M,447,M,3,FALSE,3669 ZE 74
60,M,419,M,3,FALSE,555 ZI 56
73,M,779,M,3,FALSE,2468 LU 17
81,M,1196,M,3,FALSE,2483 LE 59
61,M,453,M,3,FALSE,764 KW 30
61,M,1281,M,3,FALSE,2675 LR 90
67,M,504,M,3,FALSE,3819 CS 96
82,M,1319,M,3,FALSE,9613 AJ 67
79,M,401,M,3,FALSE,2450 KU 57
69,M,457,M,3,FALSE,1136 TB 51
67,M,457,M,3,FALSE,4931 LZ 58
75,M,216,M,3,FALSE,8543 TW 67
80,M,543,M,3,FALSE,3066 DW 74
77,M,429,M,3,FALSE,8203 AR 85
67,M,171,M,3,FALSE,5841 YN 85
72,M,778,M,3,FALSE,2134 JJ 30
72,M,1203,M,3,FALSE,1059 OQ 74
79,M,1108,M,3,FALSE,7291 QU 95
62,M,518,M,3,FALSE,7982 OY 41
82,M,438,M,3,FALSE,4336 EB 34
72,M,811,M,3,FALSE,7383 SY 76
75,M,568,M,3,FALSE,442 CN 63
64,M,,M,3,FALSE,6686 BP 34
79,M,432,M,3,FALSE,9205 HQ 14
63,M,195,M,3,FALSE,8893 JZ 69
73,M,518,M,3,FALSE,1099 VP 31
66,M,221,M,3,FALSE,606 PH 62
83,M,596,M,3,FALSE,5507 UI 61
,M,170,M,3,FALSE,5641 TR 58
70,M,1242,M,3,FALSE,7378 VL 94
75,M,1018,M,3,FALSE,482 SF 57
63,M,543,M,3,FALSE,9783 SC 25
70,M,551,M,3,FALSE,652 HK 34
82,M,531,M,3,FALSE,8275 DT 52
83,M,486,M,3,FALSE,8474 XQ 31
75,M,419,M,3,FALSE,8370 GE 43
71,M,1318,M,3,FALSE,8968 BM 61
63,M,1036,M,3,FALSE,4777 DC 81
66,M,522,M,3,FALSE,7629 FG 69
78,M,570,M,3,FALSE,3286 UT 28
75,M,193,M,3,FALSE,457 GS 18
80,M,515,M,3,FALSE,4021 CI 42
74,M,182,M,3,FALSE,7503 VS 79
83,M,455,M,3,FALSE,6522 PQ 75
62,M,1096,M,3,FALSE,991 MV 83
84,M,1370,M,3,FALSE,7516 JA 50
80,M,830,M,3,FALSE,6782 JB 16
79,M,415,M,3,FALSE,5642 CW 78
84,M,544,M,3,FALSE,3533 PF 91
81,M,202,M,3,FALSE,1141 SX 31
75,M,595,M,3,FALSE,9414 ZA 32
75,M,1219,M,3,FALSE,538 LB 31
63,M,235,M,3,FALSE,9744 GT 66
83,M,1138,M,3,FALSE,1456 DB 66
66,M,965,M,3,FALSE,2082 FP 27
64,M,1151,M,3,FALSE,9440 UB 35
78,M,581,M,3,FALSE,2684 XA 86
77,M,158,M,3,FALSE,3362 XT 81
78,M,557,M,3,FALSE,2759 VF 90
84,M,429,M,3,FALSE,1925 OI 18
61,M,558,M,3,FALSE,2538 VP 59
69,M,157,M,3,FALSE,8775 YX 73
66,M,555,M,3,FALSE,819 HT 90
66,M,513,M,3,FALSE,8230 ZC 44
72,M,450,M,3,FALSE,9184 FN 76
66,M,457,M,3,FALSE,7544 AB 24
78,M,238,M,3,FALSE,7255 KA 44
75,M,157,M,3,FALSE,5235 AL 93
73,M,407,M,3,FALSE,7640 AQ 31
70,M,567,M,3,FALSE,4360 BS 80
77,M,443,M,3,FALSE,6545 XC 37
68,M,916,M,3,FALSE,8951 BO 23
73,M,1317,M,3,FALSE,8560 GF 98
71,M,492,M,3,FALSE,1643 YQ 50
61,M,1228,M,3,FALSE,3569 WN 10
63,M,917,M,3,FALSE,5486 ER 92
70,M,240,M,3,FALSE,8667 HO 14
79,M,1070,M,3,FALSE,8300 JT 54
73,M,1146,M,3,FALSE,445 HI 11
64,M,558,M,3,FALSE,4652 OH 63
80,M,431,M,3,FALSE,6472 TC 40
69,M,1216,M,3,FALSE,713 GH 27
64,M,1079,M,3,FALSE,789 QR 61
82,M,414,M,3,FALSE,2539 ND 35
69,M,1033,M,3,FALSE,4206 NH 90
72,M,563,M,3,FALSE,4412 ZL 75
77,M,810,M,3,FALSE,4441 UM 98
,M,571,M,3,FALSE,955 IR 26
63,M,1047,M,3,FALSE,6947 HK 65
83,M,491,M,3,FALSE,2147 NH 77
81,M,407,M,3,FALSE,5903 HN 68
81,M,193,M,3,FALSE,3889 AI 65
76,M,578,M,3,FALSE,7435 CN 11
66,M,405,M,3,FALSE,548 TL 83
77,M,431,M,3,FALSE,2583 LV 97
75,M,491,M,3,FALSE,7389 AF 95
80,M,554,M,3,FALSE,4724 HT 75
68,M,506,M,3,FALSE,2255 JP 85
72,M,426,M,3,FALSE,9788 TP 64
73,M,551,M,3,FALSE,3578 TH 75
68,M,429,M,3,FALSE,2736 YD 54
75,M,1085,M,3,FALSE,1992 RB 87
68,M,890,M,3,FALSE,516 YZ 17
64,M,232,M,3,FALSE,3878 KX 38
83,M,434,M,3,FALSE,3323 HL 17
66,M,562,M,3,FALSE,7890 VT 56
74,M,504,M,3,FALSE,2330 TD 49
70,M,1253,M,3,FALSE,1201 YB 95
66,M,183,M,3,FALSE,1644 LY 67
80,M,440,M,3,FALSE,85 GI 89
82,M,453,M,3,FALSE,8791 JC 56
69,M,591,M,3,FALSE,9639 IA 48
81,M,1111,M,3,FALSE,8012 CD 43
83,M,1258,M,3,FALSE,9366 SF 37
69,M,1139,M,3,FALSE,1678 BC 41
67,M,946,M,3,FALSE,2813 LU 49
72,M,1029,M,3,FALSE,5162 DV 36
65,M,456,M,3,FALSE,7291 YQ 87
62,M,164,M,3,FALSE,83 ZJ 29
66,M,1218,M,3,FALSE,4562 WQ 70
63,M,584,M,3,FALSE,1453 MG 47
65,M,567,M,3,FALSE,2230 YS 79
67,M,814,M,3,FALSE,8512 LD 64
72,M,456,M,3,FALSE,3465 CH 68
71,M,518,M,3,FALSE,2650 IX 38
67,M,869,M,3,FALSE,2914 MV 93
81,M,989,M,3,FALSE,8984 FO 31
80,M,527,M,3,FALSE,3878 ZI 52
76,M,532,M,3,FALSE,807 QA 83
73,M,1286,M,3,FALSE,2301 AI 83
71,M,809,M,3,FALSE,2535 HY 48
63,M,793,M,3,FALSE,9660 ME 26
66,M,480,M,3,FALSE,1902 EU 83
79,M,433,M,3,FALSE,6163 LA 53
64,M,214,M,3,FALSE,8618 ZU 96
83,M,514,M,3,FALSE,744 JI 89
83,M,518,M,3,FALSE,5577 MK 61
68,M,593,M,3,FALSE,4158 AD 54
82,M,490,M,3,FALSE,6208 CF 30
83,M,594,M,3,FALSE,3355 IY 81
83,M,400,M,3,FALSE,1525 IM 94
73,M,179,M,3,FALSE,9257 EA 17
75,M,415,M,3,FALSE,8300 VY 85
79,M,421,M,3,FALSE,7911 PJ 20
66,M,412,M,3,FALSE,8435 OY 82
67,M,481,M,3,FALSE,9843 WN 22
72,M,556,M,3,FALSE,4225 UX 26
84,M,462,M,3,FALSE,5019 ZP 55
76,M,809,M,3,FALSE,1586 IG 82
61,M,598,M,3,FALSE,4420 EB 76
67,M,995,M,3,FALSE,429 QL 39
72,M,495,M,3,FALSE,9146 DE 17
78,M,544,M,3,FALSE,5020 MC 29
69,M,163,M,3,FALSE,6457 BN 22
52,M,1350,M,3,FALSE,3774 RN 16
52,M,500,M,3,FALSE,5444 FQ 53
52,M,1102,M,3,FALSE,8903 LT 35
52,M,575,M,3,FALSE,482 MU 34
52,M,1296,M,3,FALSE,9070 BP 38
52,M,847,M,3,FALSE,2150 RK 43
52,M,451,M,3,FALSE,3947 NG 18
52,M,482,M,3,FALSE,9168 HQ 80
52,M,233,M,3,FALSE,65 MW 77
52,M,506,M,3,FALSE,8361 YK 45
52,M,1274,M,3,FALSE,591 HA 47
52,M,523,M,3,FALSE,4346 HW 63
52,M,585,M,3,FALSE,7632 TE 40
52,M,1344,M,3,FALSE,691 AN 13
52,M,1016,M,3,FALSE,5689 MT 36
52,M,522,M,3,FALSE,71 XW 92
52,M,569,M,3,FALSE,5419 WN 98
52,M,1289,M,3,FALSE,163 LQ 79
52,M,414,M,3,FALSE,5060 AX 77
52,M,492,M,3,FALSE,4351 TO 65
52,M,1178,M,3,FALSE,9712 IB 50
52,M,181,M,3,FALSE,2001 SG 29
52,M,1292,M,3,FALSE,5183 XR 21
52,M,510,M,3,FALSE,8948 JW 84
52,M,1109,M,3,FALSE,8515 TM 80
52,M,524,M,3,FALSE,6737 WQ 56
52,M,209,M,3,FALSE,9281 JZ 82
52,M,190,M,3,FALSE,6861 YE 32
52,M,447,M,3,FALSE,4611 RB 83
52,M,431,M,3,FALSE,4884 ZC 40
52,M,179,M,3,FALSE,1062 KA 53
52,M,1011,M,3,FALSE,7253 OG 24
52,M,580,M,3,FALSE,5487 DK 56
52,M,184,M,3,FALSE,1807 GF 46
52,M,557,M,3,FALSE,3714 GI 68
52,M,566,M,3,FALSE,8672 BA 23
52,M,470,M,3,FALSE,2370 HU 93
52,M,505,M,3,FALSE,6928 CJ 29
52,M,435,M,3,FALSE,8523 TD 41
52,M,816,M,3,FALSE,6948 GJ 53
52,M,447,M,3,FALSE,3620 JQ 97
52,M,233,M,3,FALSE,9702 FP 87
52,M,533,M,3,FALSE,289 OP 34
52,M,448,M,3,FALSE,7460 AU 10
52,M,465,M,3,FALSE,8742 XE 62
52,M,1266,M,3,FALSE,5632 XR 19
52,M,176,M,3,FALSE,3918 YM 72
